"project_id","project_location_id","precision_code","geoname_id","place_name","latitude","longitude","location_type_code","location_type_name","gazetteer_adm_code","gazetteer_adm_name","location_class","geographic_exactness","is_geocoded","project_title","start_actual_isodate","start_actual_type","end_actual_isodate","end_actual_type","donors","donors_iso3","recipients","recipients_iso3","ad_sector_codes","ad_sector_names","ad_purpose_codes","ad_purpose_names","status","transactions_start_year","transactions_end_year","total_commitments","total_disbursements","even_split_commitments","even_split_disbursements"
"SL/000201","SL/000201_2410557","1","2410557","Krigbema","8.33259","-10.32406","PPL","populated place","6295630|6255146|SL|01|2410557","Earth|Africa|Sierra Leone|Eastern Province|Krigbema","2","1","1","Transport Sector Project","1995-12-31","start-actual","2004-12-30","end-actual","World Bank","DAC","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Completion","1995","2004","","","",""
"SL/000201","SL/000201_2405978","1","2405978","Mano","7.90484","-11.30349","PPL","populated place","6295630|6255146|SL|01|2405978","Earth|Africa|Sierra Leone|Eastern Province|Mano","2","1","1","Transport Sector Project","1995-12-31","start-actual","2004-12-30","end-actual","World Bank","DAC","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Completion","1995","2004","","","",""
"SL/000201","SL/000201_2405013","1","2405013","Moyamba","8.15898","-12.43168","PPL","populated place","6295630|6255146|SL|03|2405013","Earth|Africa|Sierra Leone|Southern Province|Moyamba","2","1","1","Transport Sector Project","1995-12-31","start-actual","2004-12-30","end-actual","World Bank","DAC","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Completion","1995","2004","","","",""
"SL/000201","SL/000201_2566584","1","2566584","Petifu Junction","8.69639","-13.10528","PPL","populated place","6295630|6255146|SL|02|2566584","Earth|Africa|Sierra Leone|Northern Province|Petifu Junction","2","1","1","Transport Sector Project","1995-12-31","start-actual","2004-12-30","end-actual","World Bank","DAC","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Completion","1995","2004","","","",""
"SL/000201","SL/000201_2404433","1","2404433","Port Loko","8.76609","-12.78696","PPL","populated place","6295630|6255146|SL|02|2404433","Earth|Africa|Sierra Leone|Northern Province|Port Loko","2","1","1","Transport Sector Project","1995-12-31","start-actual","2004-12-30","end-actual","World Bank","DAC","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Completion","1995","2004","","","",""
"SL/000201","SL/000201_2403971","1","2403971","Sembehun","8.25","-10.76667","PPL","populated place","6295630|6255146|SL|01|2403971","Earth|Africa|Sierra Leone|Eastern Province|Sembehun","2","1","1","Transport Sector Project","1995-12-31","start-actual","2004-12-30","end-actual","World Bank","DAC","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Completion","1995","2004","","","",""
"SL/000201","SL/000201_2403697","1","2403697","Sumbuya","8.04818","-11.79217","PPL","populated place","6295630|6255146|SL|03|2403697","Earth|Africa|Sierra Leone|Southern Province|Sumbuya","2","1","1","Transport Sector Project","1995-12-31","start-actual","2004-12-30","end-actual","World Bank","DAC","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Completion","1995","2004","","","",""
"SL/000201","SL/000201_2403643","1","2403643","Taiama","8.2013","-12.05996","PPL","populated place","6295630|6255146|SL|03|2403643","Earth|Africa|Sierra Leone|Southern Province|Taiama","2","1","1","Transport Sector Project","1995-12-31","start-actual","2004-12-30","end-actual","World Bank","DAC","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Completion","1995","2004","","","",""
"SL/000201","SL/000201_2410048","1","2410048","Bo","7.96472","-11.73833","PPLA","seat of a first-order administrative division","6295630|6255146|SL|03|2410048","Earth|Africa|Sierra Leone|Southern Province|Bo","2","1","1","Transport Sector Project","1995-12-31","start-actual","2004-12-30","end-actual","World Bank","DAC","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Completion","1995","2004","","","",""
"SL/000201","SL/000201_2407790","1","2407790","Kenema","7.87687","-11.19025","PPLA","seat of a first-order administrative division","6295630|6255146|SL|01|2407790","Earth|Africa|Sierra Leone|Eastern Province|Kenema","2","1","1","Transport Sector Project","1995-12-31","start-actual","2004-12-30","end-actual","World Bank","DAC","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Completion","1995","2004","","","",""
"SL/000201","SL/000201_2406407","1","2406407","Makeni","8.88605","-12.04418","PPLA","seat of a first-order administrative division","6295630|6255146|SL|02|2406407","Earth|Africa|Sierra Leone|Northern Province|Makeni","2","1","1","Transport Sector Project","1995-12-31","start-actual","2004-12-30","end-actual","World Bank","DAC","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Completion","1995","2004","","","",""
"SL/000201","SL/000201_2410021","3","2410021","Bo District","7.98877","-11.6734","ADM2","second-order administrative division","6295630|6255146|SL|03|2410021","Earth|Africa|Sierra Leone|Southern Province|Bo District","1","1","1","Transport Sector Project","1995-12-31","start-actual","2004-12-30","end-actual","World Bank","DAC","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Completion","1995","2004","","","",""
"SL/000201","SL/000201_2408249","3","2408249","Kailahun District","8.10768","-10.75146","ADM2","second-order administrative division","6295630|6255146|SL|01|2408249","Earth|Africa|Sierra Leone|Eastern Province|Kailahun District","1","1","1","Transport Sector Project","1995-12-31","start-actual","2004-12-30","end-actual","World Bank","DAC","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Completion","1995","2004","","","",""
"SL/000201","SL/000201_2407781","3","2407781","Kenema District","7.95171","-11.19004","ADM2","second-order administrative division","6295630|6255146|SL|01|2407781","Earth|Africa|Sierra Leone|Eastern Province|Kenema District","1","1","1","Transport Sector Project","1995-12-31","start-actual","2004-12-30","end-actual","World Bank","DAC","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Completion","1995","2004","","","",""
"SL/000201","SL/000201_2405008","3","2405008","Moyamba District","8.0629","-12.44401","ADM2","second-order administrative division","6295630|6255146|SL|03|2405008","Earth|Africa|Sierra Leone|Southern Province|Moyamba District","1","1","1","Transport Sector Project","1995-12-31","start-actual","2004-12-30","end-actual","World Bank","DAC","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Completion","1995","2004","","","",""
"SL/000201","SL/000201_2409306","1","2409306","Freetown","8.484","-13.22994","PPLC","capital of a political entity","6295630|6255146|SL|04|2409306","Earth|Africa|Sierra Leone|Western Area|Freetown","2","1","1","Transport Sector Project","1995-12-31","start-actual","2004-12-30","end-actual","World Bank","DAC","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Completion","1995","2004","","","",""
"SL/000201","SL/000201_2406918","1","2406918","Freetown-Lungi International Airport","8.61644","-13.19549","AIRP","airport","6295630|6255146|SL|02|2406918","Earth|Africa|Sierra Leone|Northern Province|Freetown-Lungi International Airport","3","1","1","Transport Sector Project","1995-12-31","start-actual","2004-12-30","end-actual","World Bank","DAC","Sierra Leone","SLE","998","Unallocated / Unspecified","99810","Sectors not specified","Completion","1995","2004","","","",""
"SL/001646","SL/001646_2405013","1","2405013","Moyamba","8.15898","-12.43168","PPL","populated place","6295630|6255146|SL|03|2405013","Earth|Africa|Sierra Leone|Southern Province|Moyamba","2","1","1","Service Contract - Techsult: Songo - Moyamba - Road","2012-04-12","start-actual","2012-04-26","","European Union (EU)","DAC","Sierra Leone","SLE","210","Transport and Storage","21020","Road transport","Implementation","2012","2012","23568.0","23568.0","5892.0","5892.0"
"SL/001646","SL/001646_2403753","1","2403753","Songo","8.36843","-12.93282","PPL","populated place","6295630|6255146|SL|02|2403753","Earth|Africa|Sierra Leone|Northern Province|Songo","2","1","1","Service Contract - Techsult: Songo - Moyamba - Road","2012-04-12","start-actual","2012-04-26","","European Union (EU)","DAC","Sierra Leone","SLE","210","Transport and Storage","21020","Road transport","Implementation","2012","2012","23568.0","23568.0","5892.0","5892.0"
"SL/001646","SL/001646_2405008","3","2405008","Moyamba District","8.0629","-12.44401","ADM2","second-order administrative division","6295630|6255146|SL|03|2405008","Earth|Africa|Sierra Leone|Southern Province|Moyamba District","1","1","1","Service Contract - Techsult: Songo - Moyamba - Road","2012-04-12","start-actual","2012-04-26","","European Union (EU)","DAC","Sierra Leone","SLE","210","Transport and Storage","21020","Road transport","Implementation","2012","2012","23568.0","23568.0","5892.0","5892.0"
"SL/001646","SL/001646_9179950","3","9179950","Western Area Rural","8.32319","-13.09485","ADM2","second-order administrative division","6295630|6255146|SL|04|9179950","Earth|Africa|Sierra Leone|Western Area|Western Area Rural","1","1","1","Service Contract - Techsult: Songo - Moyamba - Road","2012-04-12","start-actual","2012-04-26","","European Union (EU)","DAC","Sierra Leone","SLE","210","Transport and Storage","21020","Road transport","Implementation","2012","2012","23568.0","23568.0","5892.0","5892.0"
"SL/000950","SL/000950_2405013","1","2405013","Moyamba","8.15898","-12.43168","PPL","populated place","6295630|6255146|SL|03|2405013","Earth|Africa|Sierra Leone|Southern Province|Moyamba","2","1","1","HIV/AIDS Response Project (SHARP)","2002-03-25","start-actual","2009-12-30","end-actual","World Bank","DAC","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13040","STD control including HIV/AIDS","Completion","2002","2009","4194452.0","4194452.0","699075.333333","699075.333333"
"SL/000950","SL/000950_2404433","1","2404433","Port Loko","8.76609","-12.78696","PPL","populated place","6295630|6255146|SL|02|2404433","Earth|Africa|Sierra Leone|Northern Province|Port Loko","2","1","1","HIV/AIDS Response Project (SHARP)","2002-03-25","start-actual","2009-12-30","end-actual","World Bank","DAC","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13040","STD control including HIV/AIDS","Completion","2002","2009","4194452.0","4194452.0","699075.333333","699075.333333"
"SL/000950","SL/000950_2410048","1","2410048","Bo","7.96472","-11.73833","PPLA","seat of a first-order administrative division","6295630|6255146|SL|03|2410048","Earth|Africa|Sierra Leone|Southern Province|Bo","2","1","1","HIV/AIDS Response Project (SHARP)","2002-03-25","start-actual","2009-12-30","end-actual","World Bank","DAC","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13040","STD control including HIV/AIDS","Completion","2002","2009","4194452.0","4194452.0","699075.333333","699075.333333"
"SL/000950","SL/000950_2407790","1","2407790","Kenema","7.87687","-11.19025","PPLA","seat of a first-order administrative division","6295630|6255146|SL|01|2407790","Earth|Africa|Sierra Leone|Eastern Province|Kenema","2","1","1","HIV/AIDS Response Project (SHARP)","2002-03-25","start-actual","2009-12-30","end-actual","World Bank","DAC","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13040","STD control including HIV/AIDS","Completion","2002","2009","4194452.0","4194452.0","699075.333333","699075.333333"
"SL/000950","SL/000950_2409306","1","2409306","Freetown","8.484","-13.22994","PPLC","capital of a political entity","6295630|6255146|SL|04|2409306","Earth|Africa|Sierra Leone|Western Area|Freetown","2","1","1","HIV/AIDS Response Project (SHARP)","2002-03-25","start-actual","2009-12-30","end-actual","World Bank","DAC","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13040","STD control including HIV/AIDS","Completion","2002","2009","4194452.0","4194452.0","699075.333333","699075.333333"
"SL/000950","SL/000950_9180350","1","9180350","Connaught Hospital","8.48857","-13.23858","HSP","hospital","6295630|6255146|SL|04|9180350","Earth|Africa|Sierra Leone|Western Area|Connaught Hospital","3","1","1","HIV/AIDS Response Project (SHARP)","2002-03-25","start-actual","2009-12-30","end-actual","World Bank","DAC","Sierra Leone","SLE","130","Population Policies / Programmes and Reproductive Health","13040","STD control including HIV/AIDS","Completion","2002","2009","4194452.0","4194452.0","699075.333333","699075.333333"
"SL/001093","SL/001093_2405013","1","2405013","Moyamba","8.15898","-12.43168","PPL","populated place","6295630|6255146|SL|03|2405013","Earth|Africa|Sierra Leone|Southern Province|Moyamba","2","1","1","Development of sustainable pro-poor finance","2008-01-01","start-actual","2013-12-31","","UNDP","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Completion","2008","2013","2079159.0","1893791.0","94507.2272727","86081.4090909"
"SL/001093","SL/001093_2404433","1","2404433","Port Loko","8.76609","-12.78696","PPL","populated place","6295630|6255146|SL|02|2404433","Earth|Africa|Sierra Leone|Northern Province|Port Loko","2","1","1","Development of sustainable pro-poor finance","2008-01-01","start-actual","2013-12-31","","UNDP","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Completion","2008","2013","2079159.0","1893791.0","94507.2272727","86081.4090909"
"SL/001093","SL/001093_2408329","1","2408329","Kabala","9.58893","-11.55256","PPL","populated place","6295630|6255146|SL|02|2408329","Earth|Africa|Sierra Leone|Northern Province|Kabala","2","1","1","Development of sustainable pro-poor finance","2008-01-01","start-actual","2013-12-31","","UNDP","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Completion","2008","2013","2079159.0","1893791.0","94507.2272727","86081.4090909"
"SL/001093","SL/001093_2403094","1","2403094","Waterloo","8.3389","-13.07091","PPL","populated place","6295630|6255146|SL|04|2403094","Earth|Africa|Sierra Leone|Western Area|Waterloo","2","1","1","Development of sustainable pro-poor finance","2008-01-01","start-actual","2013-12-31","","UNDP","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Completion","2008","2013","2079159.0","1893791.0","94507.2272727","86081.4090909"
"SL/001093","SL/001093_2406916","1","2406916","Lunsar","8.68439","-12.53499","PPL","populated place","6295630|6255146|SL|02|2406916","Earth|Africa|Sierra Leone|Northern Province|Lunsar","2","1","1","Development of sustainable pro-poor finance","2008-01-01","start-actual","2013-12-31","","UNDP","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Completion","2008","2013","2079159.0","1893791.0","94507.2272727","86081.4090909"
"SL/001093","SL/001093_2410065","1","2410065","Blama","7.87481","-11.34548","PPL","populated place","6295630|6255146|SL|01|2410065","Earth|Africa|Sierra Leone|Eastern Province|Blama","2","1","1","Development of sustainable pro-poor finance","2008-01-01","start-actual","2013-12-31","","UNDP","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Completion","2008","2013","2079159.0","1893791.0","94507.2272727","86081.4090909"
"SL/001093","SL/001093_2406931","1","2406931","Lumley","8.46063","-13.26976","PPL","populated place","6295630|6255146|SL|04|2406931","Earth|Africa|Sierra Leone|Western Area|Lumley","2","1","1","Development of sustainable pro-poor finance","2008-01-01","start-actual","2013-12-31","","UNDP","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Completion","2008","2013","2079159.0","1893791.0","94507.2272727","86081.4090909"
"SL/001093","SL/001093_2409663","1","2409663","Daru","7.98976","-10.84223","PPL","populated place","6295630|6255146|SL|01|2409663","Earth|Africa|Sierra Leone|Eastern Province|Daru","2","1","1","Development of sustainable pro-poor finance","2008-01-01","start-actual","2013-12-31","","UNDP","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Completion","2008","2013","2079159.0","1893791.0","94507.2272727","86081.4090909"
"SL/001093","SL/001093_2408250","1","2408250","Kailahun","8.2789","-10.573","PPL","populated place","6295630|6255146|SL|01|2408250","Earth|Africa|Sierra Leone|Eastern Province|Kailahun","2","1","1","Development of sustainable pro-poor finance","2008-01-01","start-actual","2013-12-31","","UNDP","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Completion","2008","2013","2079159.0","1893791.0","94507.2272727","86081.4090909"
"SL/001093","SL/001093_2408088","1","2408088","Kambia","9.12504","-12.91816","PPL","populated place","6295630|6255146|SL|02|2408088","Earth|Africa|Sierra Leone|Northern Province|Kambia","2","1","1","Development of sustainable pro-poor finance","2008-01-01","start-actual","2013-12-31","","UNDP","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Completion","2008","2013","2079159.0","1893791.0","94507.2272727","86081.4090909"
"SL/001093","SL/001093_2406919","1","2406919","Lungi","8.90325","-12.51762","PPL","populated place","6295630|6255146|SL|02|2406919","Earth|Africa|Sierra Leone|Northern Province|Lungi","2","1","1","Development of sustainable pro-poor finance","2008-01-01","start-actual","2013-12-31","","UNDP","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Completion","2008","2013","2079159.0","1893791.0","94507.2272727","86081.4090909"
"SL/001093","SL/001093_2407466","1","2407466","Kono Town","8.33333","-13.01667","PPL","populated place","6295630|6255146|SL|04|2407466","Earth|Africa|Sierra Leone|Western Area|Kono Town","2","1","1","Development of sustainable pro-poor finance","2008-01-01","start-actual","2013-12-31","","UNDP","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Completion","2008","2013","2079159.0","1893791.0","94507.2272727","86081.4090909"
"SL/001093","SL/001093_2403078","1","2403078","Wellington","8.45008","-13.16961","PPL","populated place","6295630|6255146|SL|04|2403078","Earth|Africa|Sierra Leone|Western Area|Wellington","2","1","1","Development of sustainable pro-poor finance","2008-01-01","start-actual","2013-12-31","","UNDP","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Completion","2008","2013","2079159.0","1893791.0","94507.2272727","86081.4090909"
"SL/001093","SL/001093_2404041","1","2404041","Segbwema","7.99471","-10.9502","PPL","populated place","6295630|6255146|SL|01|2404041","Earth|Africa|Sierra Leone|Eastern Province|Segbwema","2","1","1","Development of sustainable pro-poor finance","2008-01-01","start-actual","2013-12-31","","UNDP","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Completion","2008","2013","2079159.0","1893791.0","94507.2272727","86081.4090909"
"SL/001093","SL/001093_2410310","1","2410310","Barmoi","9.09188","-12.74918","PPL","populated place","6295630|6255146|SL|02|2410310","Earth|Africa|Sierra Leone|Northern Province|Barmoi","2","1","1","Development of sustainable pro-poor finance","2008-01-01","start-actual","2013-12-31","","UNDP","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Completion","2008","2013","2079159.0","1893791.0","94507.2272727","86081.4090909"
"SL/001093","SL/001093_2571039","1","2571039","Pujehun","7.35806","-11.72083","PPL","populated place","6295630|6255146|SL|03|2571039","Earth|Africa|Sierra Leone|Southern Province|Pujehun","2","1","1","Development of sustainable pro-poor finance","2008-01-01","start-actual","2013-12-31","","UNDP","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Completion","2008","2013","2079159.0","1893791.0","94507.2272727","86081.4090909"
"SL/001093","SL/001093_2405550","1","2405550","Matru","7.62525","-11.83394","PPL","populated place","6295630|6255146|SL|03|2405550","Earth|Africa|Sierra Leone|Southern Province|Matru","2","1","1","Development of sustainable pro-poor finance","2008-01-01","start-actual","2013-12-31","","UNDP","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Completion","2008","2013","2079159.0","1893791.0","94507.2272727","86081.4090909"
"SL/001093","SL/001093_2402689","1","2402689","Zimmi","7.31356","-11.30818","PPL","populated place","6295630|6255146|SL|03|2402689","Earth|Africa|Sierra Leone|Southern Province|Zimmi","2","1","1","Development of sustainable pro-poor finance","2008-01-01","start-actual","2013-12-31","","UNDP","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Completion","2008","2013","2079159.0","1893791.0","94507.2272727","86081.4090909"
"SL/001093","SL/001093_2410048","1","2410048","Bo","7.96472","-11.73833","PPLA","seat of a first-order administrative division","6295630|6255146|SL|03|2410048","Earth|Africa|Sierra Leone|Southern Province|Bo","2","1","1","Development of sustainable pro-poor finance","2008-01-01","start-actual","2013-12-31","","UNDP","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Completion","2008","2013","2079159.0","1893791.0","94507.2272727","86081.4090909"
"SL/001093","SL/001093_2407790","1","2407790","Kenema","7.87687","-11.19025","PPLA","seat of a first-order administrative division","6295630|6255146|SL|01|2407790","Earth|Africa|Sierra Leone|Eastern Province|Kenema","2","1","1","Development of sustainable pro-poor finance","2008-01-01","start-actual","2013-12-31","","UNDP","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Completion","2008","2013","2079159.0","1893791.0","94507.2272727","86081.4090909"
"SL/001093","SL/001093_2406407","1","2406407","Makeni","8.88605","-12.04418","PPLA","seat of a first-order administrative division","6295630|6255146|SL|02|2406407","Earth|Africa|Sierra Leone|Northern Province|Makeni","2","1","1","Development of sustainable pro-poor finance","2008-01-01","start-actual","2013-12-31","","UNDP","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Completion","2008","2013","2079159.0","1893791.0","94507.2272727","86081.4090909"
"SL/001093","SL/001093_2409306","1","2409306","Freetown","8.484","-13.22994","PPLC","capital of a political entity","6295630|6255146|SL|04|2409306","Earth|Africa|Sierra Leone|Western Area|Freetown","2","1","1","Development of sustainable pro-poor finance","2008-01-01","start-actual","2013-12-31","","UNDP","DAC","Sierra Leone","SLE","311","Agriculture","31120","Agricultural development","Completion","2008","2013","2079159.0","1893791.0","94507.2272727","86081.4090909"
"SL/001504","SL/001504_2405013","1","2405013","Moyamba","8.15898","-12.43168","PPL","populated place","6295630|6255146|SL|03|2405013","Earth|Africa|Sierra Leone|Southern Province|Moyamba","2","1","1","ECOWAN Regional Backbone Infrastructure and E-Governance","2011-01-01","start-actual","2013-12-31","","Islamic Development Bank (IDB)","DAC","Sierra Leone","SLE","220","Communications","22040","Information and communication technology (ICT)","Implementation","2011","2013","660322.0","660322.0","33016.1","33016.1"
"SL/001504","SL/001504_2404433","1","2404433","Port Loko","8.76609","-12.78696","PPL","populated place","6295630|6255146|SL|02|2404433","Earth|Africa|Sierra Leone|Northern Province|Port Loko","2","1","1","ECOWAN Regional Backbone Infrastructure and E-Governance","2011-01-01","start-actual","2013-12-31","","Islamic Development Bank (IDB)","DAC","Sierra Leone","SLE","220","Communications","22040","Information and communication technology (ICT)","Implementation","2011","2013","660322.0","660322.0","33016.1","33016.1"
"SL/001504","SL/001504_2403094","1","2403094","Waterloo","8.3389","-13.07091","PPL","populated place","6295630|6255146|SL|04|2403094","Earth|Africa|Sierra Leone|Western Area|Waterloo","2","1","1","ECOWAN Regional Backbone Infrastructure and E-Governance","2011-01-01","start-actual","2013-12-31","","Islamic Development Bank (IDB)","DAC","Sierra Leone","SLE","220","Communications","22040","Information and communication technology (ICT)","Implementation","2011","2013","660322.0","660322.0","33016.1","33016.1"
"SL/001504","SL/001504_2406931","1","2406931","Lumley","8.46063","-13.26976","PPL","populated place","6295630|6255146|SL|04|2406931","Earth|Africa|Sierra Leone|Western Area|Lumley","2","1","1","ECOWAN Regional Backbone Infrastructure and E-Governance","2011-01-01","start-actual","2013-12-31","","Islamic Development Bank (IDB)","DAC","Sierra Leone","SLE","220","Communications","22040","Information and communication technology (ICT)","Implementation","2011","2013","660322.0","660322.0","33016.1","33016.1"
"SL/001504","SL/001504_2408088","1","2408088","Kambia","9.12504","-12.91816","PPL","populated place","6295630|6255146|SL|02|2408088","Earth|Africa|Sierra Leone|Northern Province|Kambia","2","1","1","ECOWAN Regional Backbone Infrastructure and E-Governance","2011-01-01","start-actual","2013-12-31","","Islamic Development Bank (IDB)","DAC","Sierra Leone","SLE","220","Communications","22040","Information and communication technology (ICT)","Implementation","2011","2013","660322.0","660322.0","33016.1","33016.1"
"SL/001504","SL/001504_8469050","1","8469050","Masiaka","8.76667","-12.7875","PPL","populated place","6295630|6255146|SL|02|8469050","Earth|Africa|Sierra Leone|Northern Province|Masiaka","2","1","1","ECOWAN Regional Backbone Infrastructure and E-Governance","2011-01-01","start-actual","2013-12-31","","Islamic Development Bank (IDB)","DAC","Sierra Leone","SLE","220","Communications","22040","Information and communication technology (ICT)","Implementation","2011","2013","660322.0","660322.0","33016.1","33016.1"
"SL/001504","SL/001504_2403642","1","2403642","Taiama","8.61756","-12.85552","PPL","populated place","6295630|6255146|SL|02|2403642","Earth|Africa|Sierra Leone|Northern Province|Taiama","2","1","1","ECOWAN Regional Backbone Infrastructure and E-Governance","2011-01-01","start-actual","2013-12-31","","Islamic Development Bank (IDB)","DAC","Sierra Leone","SLE","220","Communications","22040","Information and communication technology (ICT)","Implementation","2011","2013","660322.0","660322.0","33016.1","33016.1"
"SL/001504","SL/001504_2408357","1","2408357","Joru","7.78333","-11.31667","PPL","populated place","6295630|6255146|SL|01|2408357","Earth|Africa|Sierra Leone|Eastern Province|Joru","2","1","1","ECOWAN Regional Backbone Infrastructure and E-Governance","2011-01-01","start-actual","2013-12-31","","Islamic Development Bank (IDB)","DAC","Sierra Leone","SLE","220","Communications","22040","Information and communication technology (ICT)","Implementation","2011","2013","660322.0","660322.0","33016.1","33016.1"
"SL/001504","SL/001504_2410048","1","2410048","Bo","7.96472","-11.73833","PPLA","seat of a first-order administrative division","6295630|6255146|SL|03|2410048","Earth|Africa|Sierra Leone|Southern Province|Bo","2","1","1","ECOWAN Regional Backbone Infrastructure and E-Governance","2011-01-01","start-actual","2013-12-31","","Islamic Development Bank (IDB)","DAC","Sierra Leone","SLE","220","Communications","22040","Information and communication technology (ICT)","Implementation","2011","2013","660322.0","660322.0","33016.1","33016.1"
"SL/001504","SL/001504_2407790","1","2407790","Kenema","7.87687","-11.19025","PPLA","seat of a first-order administrative division","6295630|6255146|SL|01|2407790","Earth|Africa|Sierra Leone|Eastern Province|Kenema","2","1","1","ECOWAN Regional Backbone Infrastructure and E-Governance","2011-01-01","start-actual","2013-12-31","","Islamic Development Bank (IDB)","DAC","Sierra Leone","SLE","220","Communications","22040","Information and communication technology (ICT)","Implementation","2011","2013","660322.0","660322.0","33016.1","33016.1"
"SL/001504","SL/001504_2410021","3","2410021","Bo District","7.98877","-11.6734","ADM2","second-order administrative division","6295630|6255146|SL|03|2410021","Earth|Africa|Sierra Leone|Southern Province|Bo District","1","1","1","ECOWAN Regional Backbone Infrastructure and E-Governance","2011-01-01","start-actual","2013-12-31","","Islamic Development Bank (IDB)","DAC","Sierra Leone","SLE","220","Communications","22040","Information and communication technology (ICT)","Implementation","2011","2013","660322.0","660322.0","33016.1","33016.1"
"SL/001504","SL/001504_2407781","3","2407781","Kenema District","7.95171","-11.19004","ADM2","second-order administrative division","6295630|6255146|SL|01|2407781","Earth|Africa|Sierra Leone|Eastern Province|Kenema District","1","1","1","ECOWAN Regional Backbone Infrastructure and E-Governance","2011-01-01","start-actual","2013-12-31","","Islamic Development Bank (IDB)","DAC","Sierra Leone","SLE","220","Communications","22040","Information and communication technology (ICT)","Implementation","2011","2013","660322.0","660322.0","33016.1","33016.1"
"SL/001504","SL/001504_2405008","3","2405008","Moyamba District","8.0629","-12.44401","ADM2","second-order administrative division","6295630|6255146|SL|03|2405008","Earth|Africa|Sierra Leone|Southern Province|Moyamba District","1","1","1","ECOWAN Regional Backbone Infrastructure and E-Governance","2011-01-01","start-actual","2013-12-31","","Islamic Development Bank (IDB)","DAC","Sierra Leone","SLE","220","Communications","22040","Information and communication technology (ICT)","Implementation","2011","2013","660322.0","660322.0","33016.1","33016.1"
"SL/001504","SL/001504_2404431","3","2404431","Port Loko District","8.72386","-12.75904","ADM2","second-order administrative division","6295630|6255146|SL|02|2404431","Earth|Africa|Sierra Leone|Northern Province|Port Loko District","1","1","1","ECOWAN Regional Backbone Infrastructure and E-Governance","2011-01-01","start-actual","2013-12-31","","Islamic Development Bank (IDB)","DAC","Sierra Leone","SLE","220","Communications","22040","Information and communication technology (ICT)","Implementation","2011","2013","660322.0","660322.0","33016.1","33016.1"
"SL/001504","SL/001504_2404399","3","2404399","Pujehun District","7.31855","-11.5792","ADM2","second-order administrative division","6295630|6255146|SL|03|2404399","Earth|Africa|Sierra Leone|Southern Province|Pujehun District","1","1","1","ECOWAN Regional Backbone Infrastructure and E-Governance","2011-01-01","start-actual","2013-12-31","","Islamic Development Bank (IDB)","DAC","Sierra Leone","SLE","220","Communications","22040","Information and communication technology (ICT)","Implementation","2011","2013","660322.0","660322.0","33016.1","33016.1"
